city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,will_change_career
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Funded Startup,>4,96,0
city_21,0.624,,No relevent experience,Full time course,High School,,3,,,0,32,0
city_42,0.563,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,103,1
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,,4,55,0
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,2,55,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,NGO,1,15,0
city_105,0.794,,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,3,34,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Early Stage Startup,4,27,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,3,14,0
city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,76,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,13,1
city_30,0.698,,Has relevent experience,Part time course,Graduate,STEM,4,100-500,NGO,1,98,0
city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,>4,12,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Business Degree,4,500-999,Pvt Ltd,1,206,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,58,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,2,24,0
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,28,0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,45,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,42,0
city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,2,69,0
city_16,0.91,,No relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,196,0
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,7,,,,128,0
city_165,0.903,Male,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,3,18,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,Pvt Ltd,4,46,0
city_103,0.92,,Has relevent experience,no_enrollment,Phd,STEM,20,10000+,Pvt Ltd,1,22,0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,Oct-49,Pvt Ltd,1,40,1
city_24,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,>4,32,1
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,20,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,4,33,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,3,0
city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,>20,,,1,139,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,29,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,62,1
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,1,72,1
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,2,52,0
city_91,0.691,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,31,0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,14,10000+,Pvt Ltd,>4,25,0
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,107,1
city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,14,,,1,158,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,,,1,152,1
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,7,500-999,NGO,2,10,0
city_45,0.89,Male,No relevent experience,,High School,,2,,,0,21,0
city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Other,16,100-500,Other,0,174,1
city_16,0.91,,No relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,>4,40,0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,,,1,43,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,2,13,1
city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,,,,,32,0
city_103,0.92,,Has relevent experience,,Graduate,STEM,3,<10,Early Stage Startup,1,87,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,3,5000-9999,Pvt Ltd,1,102,0
city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,,67,1
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,6,,Pvt Ltd,0,16,0
city_23,0.899,,No relevent experience,Part time course,High School,,1,,,,46,0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,500-999,Pvt Ltd,1,20,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,>4,21,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,4,52,0
city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,2,50-99,Pvt Ltd,1,6,0
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,20,0
city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,51,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Public Sector,>4,37,0
city_100,0.887,Male,No relevent experience,Full time course,High School,,4,,,1,82,0
city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,0,58,0
city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,,0,74,0
city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,149,0
city_16,0.91,Male,No relevent experience,no_enrollment,High School,,10,,,0,52,0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,1,81,0
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,10,0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,0,25,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,2,50,0
city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,,,4,68,1
city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,4,96,0
city_67,0.855,Male,Has relevent experience,Part time course,High School,,14,10000+,Pvt Ltd,4,53,0
city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,25,0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,40,0
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,28,0
city_104,0.924,,Has relevent experience,no_enrollment,Graduate,Arts,10,Oct-49,Pvt Ltd,1,43,0
city_16,0.91,,No relevent experience,no_enrollment,High School,,5,,,0,57,0
city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,88,0
city_134,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,35,1
city_100,0.887,,Has relevent experience,Full time course,High School,,>20,,,>4,161,0
city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,86,0
city_150,0.698,Female,Has relevent experience,Full time course,,,>20,<10,Early Stage Startup,0,77,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,>4,163,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,Pvt Ltd,3,248,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,31,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,1,38,0
city_114,0.926,Male,No relevent experience,Full time course,Masters,Business Degree,18,,,2,83,0
city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,6,,Pvt Ltd,2,28,0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Funded Startup,1,69,0
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,57,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,9,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,19,0
city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,1,63,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Funded Startup,1,77,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,18,0
city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,3,Oct-49,Pvt Ltd,1,46,0
city_114,0.926,,Has relevent experience,Part time course,Graduate,STEM,10,100-500,Public Sector,1,39,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,Public Sector,>4,26,0
city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,4,82,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Funded Startup,3,29,0
city_102,0.804,,No relevent experience,no_enrollment,Graduate,STEM,15,,,>4,43,1
city_41,0.8270000000000001,Male,No relevent experience,Part time course,Graduate,STEM,9,,,3,8,1
city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,15,1000-4999,Pvt Ltd,2,34,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,0,81,1
city_136,0.897,Male,Has relevent experience,no_enrollment,,,7,50-99,Funded Startup,3,180,0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,8,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Pvt Ltd,1,50,0
city_134,0.698,,No relevent experience,Part time course,High School,,2,,,2,47,1
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,6,,,0,336,0
city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,51,0
city_16,0.91,,No relevent experience,no_enrollment,Masters,Business Degree,2,,,2,312,0
city_103,0.92,,No relevent experience,no_enrollment,Graduate,Humanities,10,,,2,67,1
city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,88,1
city_20,0.7959999999999999,Male,No relevent experience,Full time course,High School,,6,,,0,41,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,17,0
city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,3,79,0
city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,0,89,0
city_114,0.926,Male,Has relevent experience,Full time course,High School,,18,,,1,43,0
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,>4,56,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Early Stage Startup,1,222,0
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,3,28,1
city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,55,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,9,100-500,Pvt Ltd,1,17,0
city_100,0.887,,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,2,69,0
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Funded Startup,1,10,0
city_116,0.743,Male,Has relevent experience,Full time course,Masters,STEM,>20,1000-4999,Pvt Ltd,1,70,0
city_105,0.794,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,,4,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,22,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,2,155,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,18,0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,14,<10,Early Stage Startup,1,28,1
city_102,0.804,,No relevent experience,Full time course,Graduate,STEM,7,,,0,5,1
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,42,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,4,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,90,0
city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Phd,STEM,18,50-99,Pvt Ltd,2,18,0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,11,100-500,Pvt Ltd,4,7,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,2,45,1
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,63,0
city_21,0.624,,Has relevent experience,no_enrollment,Masters,Arts,6,Oct-49,Pvt Ltd,1,21,1
city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,<1,100-500,NGO,1,156,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Oct-49,Pvt Ltd,2,77,0
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Funded Startup,2,122,0
city_83,0.923,Male,No relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,84,0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,40,0
city_83,0.923,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,70,1
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,500-999,Pvt Ltd,4,88,1
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,2,153,0
city_114,0.926,Male,No relevent experience,Full time course,High School,,5,50-99,Pvt Ltd,>4,160,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,,2,16,0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Public Sector,>4,224,0
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,>4,45,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,69,0
city_71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,6,Oct-49,Pvt Ltd,3,6,0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,11,100-500,Pvt Ltd,>4,119,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,0,53,1
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,,Pvt Ltd,1,9,1
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Pvt Ltd,>4,54,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,Public Sector,1,116,1
city_13,0.8270000000000001,,Has relevent experience,no_enrollment,Masters,STEM,4,<10,Funded Startup,2,26,0
city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,Masters,Humanities,<1,Oct-49,NGO,1,9,1
city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,,1,78,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Pvt Ltd,3,50,0
city_90,0.698,Male,No relevent experience,Full time course,Masters,STEM,5,,,2,20,0
city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,47,0
city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,56,0
city_16,0.91,,No relevent experience,no_enrollment,High School,,1,,,0,125,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,15,500-999,,2,50,0
city_104,0.924,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,50-99,Funded Startup,1,28,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,130,1
city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,2,,,0,58,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,19,0
city_102,0.804,,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,47,0
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,Humanities,13,1000-4999,Pvt Ltd,1,46,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,78,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,2,32,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,62,1
city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,96,0
city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Funded Startup,2,20,1
city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,13,,Pvt Ltd,0,34,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,30,0
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,13,50-99,Pvt Ltd,1,38,0
city_13,0.8270000000000001,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,4,26,0
city_138,0.836,Male,No relevent experience,no_enrollment,,,16,50-99,,0,156,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,162,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,50-99,Pvt Ltd,1,29,0
city_16,0.91,Female,No relevent experience,Full time course,High School,,2,50-99,,1,32,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,>4,52,0
city_160,0.92,Male,No relevent experience,Full time course,High School,,6,,,0,21,0
city_83,0.923,Female,Has relevent experience,no_enrollment,Graduate,Other,10,,,>4,160,1
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,2,68,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,,2,31,0
city_114,0.926,,No relevent experience,Full time course,High School,,<1,,,0,50,0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,2,13,1
city_136,0.897,,No relevent experience,,High School,,5,,,,55,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1,109,1
city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,>20,,,>4,6,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,54,0
city_136,0.897,,Has relevent experience,no_enrollment,Graduate,STEM,16,,,,152,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,182,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,100-500,Funded Startup,2,45,0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Pvt Ltd,4,101,1
city_103,0.92,,No relevent experience,,,,2,,,0,68,0
city_70,0.698,Male,Has relevent experience,no_enrollment,,,6,,,>4,52,0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Other,<1,500-999,Pvt Ltd,1,16,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,4,0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,45,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,1,<10,Funded Startup,1,53,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,45,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,0,66,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,0,160,0
city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,138,0
city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,1,31,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Other,1,149,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Funded Startup,1,15,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,5,1000-4999,Pvt Ltd,0,31,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,0,2,1
city_14,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,2,72,0
city_114,0.926,Male,No relevent experience,Part time course,Graduate,Business Degree,<1,10000+,Pvt Ltd,2,14,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,9,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,3,,,1,58,1
city_114,0.926,,Has relevent experience,no_enrollment,,,>20,<10,Pvt Ltd,0,97,0
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,2,135,0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,24,1
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,31,0
city_90,0.698,,Has relevent experience,Part time course,Masters,STEM,6,,,1,116,1
city_152,0.698,,Has relevent experience,Full time course,Masters,STEM,12,,,1,44,0
city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,4,102,0
city_167,0.921,Male,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Public Sector,1,48,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,36,0
city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,,,7,Oct-49,Pvt Ltd,1,122,0
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,>4,56,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,3,62,0
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,143,0
city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,30,1
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,25,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,4,10,1
city_40,0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,9,0
city_103,0.92,Male,No relevent experience,no_enrollment,,,1,,,0,25,0
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,79,0
city_103,0.92,,Has relevent experience,no_enrollment,Masters,Business Degree,4,,,1,73,1
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,258,0
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,28,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,19,1
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,216,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,0,6,1
city_21,0.624,,No relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,0,5,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,>4,24,0
city_11,0.55,,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,106,0
city_67,0.855,,No relevent experience,Full time course,Graduate,STEM,5,,,3,54,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,24,0
city_100,0.887,Male,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,>4,116,0
city_134,0.698,,No relevent experience,Full time course,High School,,3,,Pvt Ltd,0,64,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,,1,106,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,0,51,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,40,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,26,0
city_23,0.899,,Has relevent experience,,Graduate,Business Degree,2,,,1,28,0
city_90,0.698,Female,Has relevent experience,no_enrollment,Masters,STEM,6,Oct-49,,1,178,0
city_145,0.555,Male,No relevent experience,Full time course,Graduate,STEM,7,Oct-49,Pvt Ltd,1,102,1
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,2,124,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,>4,34,0
city_97,0.925,,Has relevent experience,no_enrollment,Graduate,STEM,11,Oct-49,Early Stage Startup,1,46,0
city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,13,,,1,18,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,16,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,NGO,2,158,0
city_104,0.924,Male,No relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,1,102,1
city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,37,0
city_7,0.647,,No relevent experience,no_enrollment,Graduate,STEM,1,,,0,33,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,3,1
city_114,0.926,Male,Has relevent experience,no_enrollment,,,7,500-999,Other,3,80,1
city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,4,,,0,31,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,59,1
